order_id,customer_id,product_id,quantity,order_date,status
4911,27568,67,3,2026-02-22,Cancelled
4912,83066,405,4,2025-09-02,Pending
4913,57526,383,1,2026-01-01,Shipped
4914,87593,247,4,2025-12-13,Pending
4915,48167,20,4,2026-02-26,Shipped
4916,87393,380,2,2025-11-06,Shipped
4917,54819,233,3,2025-06-22,Pending
4918,35074,22,2,2025-05-03,Pending
4919,65427,215,1,2025-05-15,Cancelled
4920,84013,260,5,2025-04-27,Cancelled
4921,67729,342,4,2025-08-28,Shipped
4922,59367,39,4,2026-03-28,Shipped
4923,28921,431,4,2026-01-25,Shipped
4924,98060,69,5,2025-05-26,Pending
4925,58664,196,4,2026-01-19,Cancelled
4926,97828,463,1,2025-10-30,Pending
4927,18313,160,3,2025-10-07,Cancelled
4928,38285,296,5,2026-03-12,Pending
4929,3218,311,3,2025-04-04,Cancelled
4930,15030,91,3,2025-07-26,Shipped
4931,59596,373,3,2026-01-08,Cancelled
4932,1032,157,5,2025-11-24,Pending
4933,10963,405,1,2025-10-03,Cancelled
4934,50807,423,3,2025-07-11,Cancelled
4935,11024,412,4,2025-09-09,Cancelled
4936,24462,357,3,2025-07-18,Cancelled
4937,71343,243,2,2025-12-27,Pending
4938,26738,411,1,2026-03-01,Shipped
4939,78881,72,2,2025-07-03,Shipped
4940,50290,52,1,2025-05-03,Shipped
4941,66023,235,2,2025-04-30,Pending
4942,17686,454,5,2025-05-30,Shipped
4943,96241,356,5,2025-05-14,Shipped
4944,42465,70,4,2025-11-07,Shipped
4945,60347,116,3,2025-11-17,Cancelled
4946,96255,478,2,2026-03-16,Cancelled
4947,50985,310,5,2025-07-30,Pending
4948,34805,319,1,2025-04-16,Cancelled
4949,33539,75,1,2025-06-14,Pending
4950,13451,328,5,2025-07-03,Pending
4951,32446,425,1,2025-12-17,Cancelled
4952,71468,305,4,2026-01-07,Pending
4953,12603,321,5,2025-05-18,Pending
4954,16984,44,1,2025-11-27,Pending
4955,8295,323,1,2025-11-28,Shipped
4956,99586,69,5,2025-08-22,Pending
4957,74168,300,1,2025-10-04,Cancelled
4958,62841,208,5,2026-03-09,Shipped
4959,95894,499,3,2025-06-04,Shipped
4960,52059,180,4,2025-05-04,Pending
4961,60034,75,2,2025-12-08,Shipped
4962,83512,417,5,2025-12-15,Cancelled
4963,39737,7,1,2025-04-10,Shipped
4964,30313,360,5,2025-06-29,Shipped
4965,44564,335,3,2025-05-10,Pending
4966,53202,48,4,2025-05-31,Shipped
4967,9336,20,3,2026-01-24,Pending
4968,76886,26,1,2026-03-18,Pending
4969,23821,413,2,2025-12-10,Cancelled
4970,46905,361,2,2026-01-18,Pending
4971,66842,148,5,2025-08-27,Pending
4972,95211,450,1,2025-10-25,Shipped
4973,43522,120,5,2025-09-24,Shipped
4974,17577,279,1,2025-06-09,Shipped
4975,21423,310,1,2025-06-20,Cancelled
4976,82817,447,5,2025-04-05,Cancelled
4977,17417,265,1,2025-11-14,Pending
4978,23340,385,5,2025-11-10,Cancelled
4979,53517,450,5,2025-09-17,Cancelled
4980,94494,381,4,2025-06-25,Pending
4981,27445,97,2,2026-03-22,Shipped
4982,75191,329,5,2025-09-16,Pending
4983,79955,18,5,2025-10-21,Shipped
4984,29659,481,5,2025-08-08,Pending
4985,52286,208,1,2025-05-27,Shipped
4986,46669,236,5,2025-10-14,Pending
4987,95148,105,1,2025-12-13,Pending
4988,78817,47,4,2025-11-25,Cancelled
4989,40396,370,5,2026-03-30,Shipped
4990,6924,300,2,2026-01-28,Shipped
4991,80870,184,2,2025-04-24,Cancelled
4992,94532,102,5,2026-02-01,Pending
4993,1572,480,5,2025-10-15,Cancelled
4994,47620,182,2,2026-03-27,Cancelled
4995,53255,453,4,2025-09-23,Pending
4996,56249,131,1,2025-10-16,Pending
4997,59399,257,1,2025-10-29,Pending
4998,99151,498,4,2025-09-20,Pending
4999,22512,177,2,2025-09-14,Pending
5000,37777,416,4,2026-02-18,Pending
5001,90821,77,3,2025-09-22,Pending
5002,63790,139,4,2026-01-31,Cancelled
5003,32833,407,1,2025-05-12,Cancelled
5004,3951,316,2,2025-07-04,Cancelled
5005,17608,243,1,2026-02-15,Cancelled
5006,71874,277,5,2025-05-10,Cancelled
5007,31025,297,3,2025-10-07,Pending
5008,5341,5,1,2025-03-30,Cancelled
5009,13036,359,1,2025-09-09,Shipped
5010,96212,222,1,2026-03-18,Pending
5011,87974,188,1,2026-02-24,Shipped
5012,25194,466,5,2025-07-24,Pending
5013,89869,92,4,2025-08-06,Cancelled
5014,5017,37,5,2025-04-08,Shipped
5015,55267,23,5,2025-05-19,Pending
5016,39470,278,3,2025-07-13,Shipped
5017,76599,74,5,2025-10-04,Cancelled
5018,65426,387,3,2026-02-07,Cancelled
5019,25731,287,5,2025-06-13,Shipped
5020,20802,16,1,2025-07-02,Shipped
5021,24275,366,1,2026-03-13,Pending
5022,23695,175,4,2025-12-15,Pending
5023,91831,167,1,2025-04-11,Cancelled
5024,96877,140,5,2025-11-18,Pending
5025,11743,337,2,2025-11-30,Pending
5026,23906,119,3,2025-04-08,Pending
5027,43910,51,3,2025-08-06,Pending
5028,37915,101,2,2026-01-18,Pending
5029,30695,138,3,2025-08-22,Cancelled
5030,85869,384,2,2025-08-19,Shipped
5031,26130,218,2,2025-09-15,Cancelled
5032,36738,486,2,2026-03-14,Pending
5033,45921,241,3,2025-10-31,Cancelled
5034,45983,446,2,2025-04-05,Pending
5035,15140,124,4,2026-03-23,Cancelled
5036,81018,391,5,2025-12-14,Pending
5037,68361,208,5,2025-09-28,Cancelled
5038,48952,68,5,2025-05-15,Cancelled
5039,53544,379,4,2026-01-25,Pending
5040,92199,470,2,2026-02-20,Shipped
5041,30313,427,5,2026-03-21,Pending
5042,27786,275,3,2025-12-24,Shipped
5043,52868,479,5,2025-11-24,Shipped
5044,91835,344,2,2025-05-05,Pending
5045,54805,439,3,2025-11-13,Shipped
5046,83783,156,2,2025-04-20,Pending
5047,94578,104,4,2025-06-29,Shipped
5048,20800,77,1,2025-12-24,Pending
5049,37806,465,4,2025-09-01,Shipped
5050,74696,93,3,2025-10-20,Shipped
5051,95781,86,1,2026-02-26,Pending
5052,65208,324,4,2025-10-14,Pending
5053,42384,444,1,2025-10-05,Cancelled
5054,97808,110,2,2025-08-06,Pending
5055,55880,357,2,2025-04-26,Cancelled
5056,46066,492,2,2025-06-05,Cancelled
5057,53792,310,4,2026-02-19,Shipped
5058,44178,53,5,2026-01-04,Cancelled
5059,78882,47,5,2025-09-10,Pending
5060,76457,448,4,2025-05-05,Shipped
5061,85458,353,3,2026-03-22,Pending
5062,49158,104,1,2025-06-05,Cancelled
5063,47050,317,2,2025-10-06,Cancelled
5064,33236,61,4,2025-08-11,Shipped
5065,65279,118,5,2025-11-17,Pending
5066,31333,272,3,2025-05-22,Cancelled
5067,50816,317,3,2025-12-08,Shipped
5068,50579,290,5,2025-07-31,Shipped
5069,54949,439,5,2026-03-30,Pending
5070,97028,390,2,2026-01-26,Cancelled
5071,71425,134,2,2026-01-13,Cancelled
5072,38019,279,2,2025-07-02,Shipped
5073,54058,471,1,2025-05-25,Pending
5074,59964,302,1,2025-09-07,Shipped
5075,35080,46,1,2026-01-22,Shipped
5076,50292,31,5,2025-04-15,Cancelled
5077,82245,419,2,2025-09-21,Pending
5078,96961,234,2,2025-08-13,Cancelled
5079,38074,71,1,2025-09-27,Shipped
5080,77822,464,2,2026-03-09,Cancelled
5081,75773,346,1,2025-05-24,Shipped
5082,43383,331,4,2025-11-05,Shipped
5083,87539,311,2,2025-10-16,Shipped
5084,93659,333,4,2025-05-23,Cancelled
5085,66535,146,1,2026-03-13,Shipped
5086,58938,488,4,2025-12-15,Pending
5087,18832,369,5,2025-09-22,Cancelled
5088,15735,319,4,2025-09-13,Pending
5089,36399,252,2,2025-04-15,Pending
5090,794,182,1,2026-01-31,Shipped
5091,2198,499,4,2025-06-10,Shipped
5092,6960,133,2,2025-06-29,Cancelled
5093,67636,363,3,2025-05-25,Shipped
5094,29078,53,2,2026-02-11,Pending
5095,45285,350,2,2025-06-29,Shipped
5096,41804,402,2,2025-04-25,Shipped
5097,14076,177,3,2026-03-26,Pending
5098,35313,422,3,2026-02-25,Cancelled
5099,74006,278,2,2026-03-14,Pending
5100,79388,131,2,2025-10-18,Shipped
5101,79737,179,3,2026-01-07,Pending
5102,39497,197,4,2025-09-18,Pending
5103,22553,339,5,2025-06-02,Shipped
5104,73729,215,2,2026-01-19,Shipped
5105,65822,415,4,2025-04-03,Cancelled
5106,30039,86,4,2025-07-28,Cancelled
5107,34154,455,3,2025-04-17,Shipped
5108,65478,382,5,2025-04-09,Shipped
5109,84673,318,5,2025-08-30,Pending
5110,60692,104,3,2026-03-22,Shipped
5111,91579,113,4,2026-02-03,Shipped
5112,69223,39,3,2025-06-24,Pending
5113,30753,315,4,2025-10-19,Cancelled
5114,72791,459,3,2025-10-16,Shipped
5115,56818,85,4,2026-01-04,Shipped
5116,23301,148,1,2025-08-07,Cancelled
5117,93357,379,1,2026-01-21,Shipped
5118,28998,374,3,2026-02-14,Pending
5119,82296,218,3,2025-09-30,Cancelled
5120,92156,236,2,2025-08-29,Shipped
5121,58086,348,3,2025-12-03,Shipped
5122,23888,274,4,2025-11-27,Cancelled
5123,32231,384,5,2025-10-14,Shipped
5124,68792,274,4,2025-06-06,Cancelled
5125,47166,142,3,2025-11-02,Shipped
5126,804,7,2,2025-10-12,Pending
5127,2767,190,1,2025-12-15,Shipped
5128,94719,179,3,2025-11-02,Cancelled
5129,76105,41,1,2025-10-17,Cancelled
5130,20965,299,4,2026-03-04,Pending
5131,3750,32,5,2025-05-27,Shipped
5132,72409,246,4,2025-11-26,Pending
5133,41257,351,1,2025-06-14,Cancelled
5134,49881,38,3,2025-12-29,Pending
5135,14831,34,1,2025-12-31,Cancelled
5136,37491,221,4,2025-08-07,Shipped
5137,39290,157,4,2025-04-04,Pending
5138,77923,178,3,2025-12-28,Pending
5139,66807,431,4,2025-05-29,Pending
5140,68016,245,5,2026-02-02,Cancelled
5141,19194,183,4,2025-05-17,Cancelled
5142,67674,212,3,2025-05-19,Shipped
5143,98928,135,4,2025-11-27,Shipped
5144,306,52,4,2026-02-11,Pending
5145,54337,167,1,2025-08-08,Pending
5146,79102,59,4,2025-04-25,Shipped
5147,58019,27,1,2025-12-20,Shipped
5148,4644,191,3,2025-06-06,Cancelled
5149,83039,303,3,2025-10-20,Shipped
5150,16770,270,2,2025-12-08,Cancelled
5151,31933,462,5,2026-02-28,Pending
5152,64357,379,4,2025-12-11,Pending
5153,68585,489,3,2025-07-16,Pending
5154,32534,412,3,2025-12-04,Cancelled
5155,34956,353,3,2025-07-14,Pending
5156,35221,165,4,2025-05-25,Shipped
5157,12394,114,1,2025-06-16,Shipped
5158,69567,149,3,2026-02-01,Shipped
5159,49779,173,3,2025-04-06,Pending
5160,5949,387,5,2025-08-28,Pending
5161,599,402,5,2025-05-25,Shipped
5162,33294,22,4,2025-04-01,Cancelled
5163,97704,178,2,2026-03-29,Shipped
5164,20090,439,3,2025-04-12,Cancelled
5165,42461,352,3,2025-10-26,Pending
5166,89142,10,3,2025-08-03,Shipped
5167,22508,6,1,2026-01-11,Cancelled
5168,14506,2,4,2025-09-30,Pending
5169,18291,357,3,2025-08-01,Shipped
5170,99886,365,2,2025-06-12,Shipped
5171,45183,172,2,2025-11-09,Cancelled
5172,89224,398,4,2025-08-16,Cancelled
5173,8580,376,2,2026-03-09,Shipped
5174,39034,493,4,2025-07-18,Cancelled
5175,30391,176,3,2025-12-14,Shipped
5176,92550,99,3,2025-08-09,Cancelled
5177,90973,420,2,2025-12-07,Shipped
5178,81524,124,4,2025-07-19,Shipped
5179,75764,6,4,2025-08-08,Shipped
5180,62025,203,4,2025-08-13,Shipped
5181,10879,204,5,2025-11-01,Cancelled
5182,82756,417,3,2025-09-13,Cancelled
5183,57314,140,1,2025-04-07,Shipped
5184,47758,376,1,2025-11-25,Shipped
5185,8850,482,4,2025-07-17,Pending
5186,55884,74,1,2025-12-23,Pending
5187,39529,460,4,2026-02-22,Shipped
5188,67533,364,2,2025-04-19,Cancelled
5189,32258,55,3,2026-03-25,Shipped
5190,6468,240,5,2025-08-24,Shipped
5191,48011,420,1,2025-12-04,Shipped
5192,4952,19,1,2026-01-18,Cancelled
5193,66760,393,5,2026-02-17,Cancelled
5194,740,265,4,2026-03-10,Shipped
5195,19891,383,4,2025-09-12,Cancelled
5196,31468,121,5,2025-08-23,Shipped
5197,77253,101,4,2025-05-26,Pending
5198,54138,262,3,2026-03-15,Shipped
5199,68764,112,5,2025-11-01,Pending
5200,63747,335,5,2025-06-09,Shipped
5201,21065,493,1,2025-11-23,Cancelled
5202,75109,238,4,2025-07-20,Pending
5203,3645,114,3,2026-01-08,Cancelled
5204,53175,385,2,2025-04-28,Shipped
5205,22687,169,5,2025-05-16,Pending
5206,95270,111,3,2026-01-27,Cancelled
5207,54426,430,3,2026-03-17,Shipped
5208,57108,202,3,2025-05-15,Shipped
5209,60410,297,3,2026-03-21,Pending
5210,34605,434,1,2025-05-07,Pending
5211,65512,300,4,2025-10-23,Pending
5212,53918,133,3,2026-03-21,Shipped
5213,94703,103,3,2025-05-06,Shipped
5214,88232,107,1,2025-06-09,Pending
5215,49382,492,2,2025-08-19,Cancelled
5216,86416,250,2,2026-01-01,Shipped
5217,38390,192,2,2025-07-31,Cancelled
5218,49664,211,4,2025-06-15,Cancelled
5219,76895,276,5,2025-07-26,Shipped
5220,42212,475,3,2025-12-30,Cancelled
5221,73333,281,5,2026-01-13,Cancelled
5222,89471,473,3,2026-01-02,Shipped
5223,31278,389,3,2026-01-08,Pending
5224,3405,321,5,2025-07-05,Shipped
5225,39318,87,5,2025-08-20,Pending
5226,93260,271,5,2025-08-07,Shipped
5227,62414,34,3,2025-06-07,Cancelled
5228,81848,231,3,2026-03-04,Pending
5229,31074,56,3,2025-06-08,Shipped
5230,91975,131,5,2025-10-05,Pending
5231,99271,158,2,2026-02-05,Pending
5232,12669,154,4,2025-07-15,Shipped
5233,69783,383,4,2026-01-05,Shipped
5234,48483,139,3,2025-07-09,Cancelled
5235,88025,423,2,2026-01-27,Shipped
5236,7403,405,1,2025-11-14,Pending
5237,50097,146,4,2025-06-26,Shipped
5238,38312,136,3,2026-01-09,Shipped
5239,94664,182,4,2025-12-21,Pending
5240,98824,320,2,2025-11-18,Pending
5241,14195,255,1,2026-01-21,Shipped
5242,24822,493,4,2026-03-20,Pending
5243,53461,188,3,2025-09-17,Shipped
5244,59385,320,3,2025-09-24,Pending
5245,61696,471,3,2025-05-28,Pending
5246,22534,168,3,2025-11-16,Cancelled
5247,17001,185,1,2025-07-24,Pending
5248,24642,300,1,2025-04-16,Shipped
5249,48719,477,5,2025-11-27,Cancelled
5250,23024,208,5,2026-02-28,Shipped
5251,75257,326,4,2025-07-25,Cancelled
5252,41664,88,2,2025-07-30,Shipped
5253,574,80,5,2025-11-20,Shipped
5254,74625,364,3,2025-07-04,Pending
5255,20700,436,2,2025-05-31,Cancelled
5256,63763,215,5,2025-09-22,Shipped
5257,25204,48,4,2025-07-07,Cancelled
5258,41253,485,5,2026-03-23,Pending
5259,43247,442,1,2025-06-03,Pending
5260,33262,368,3,2025-06-06,Shipped
5261,82884,92,3,2025-09-25,Pending
5262,40653,33,1,2025-11-29,Shipped
5263,26460,429,4,2025-08-05,Shipped
5264,24143,121,4,2026-02-05,Shipped
5265,98761,97,1,2025-07-02,Pending
5266,25052,388,1,2025-06-07,Pending
5267,76947,291,3,2025-09-13,Pending
5268,35189,382,5,2025-07-07,Shipped
5269,64993,256,1,2026-02-07,Shipped
5270,83396,286,5,2025-06-06,Pending
5271,99512,425,1,2025-04-01,Shipped
5272,40828,241,2,2025-09-10,Shipped
5273,56889,418,1,2025-09-18,Cancelled
5274,60485,297,1,2026-01-09,Shipped
5275,16781,153,3,2025-04-14,Shipped
5276,15252,248,3,2025-09-29,Cancelled
5277,25679,25,2,2025-06-26,Cancelled
5278,56860,265,5,2026-02-15,Shipped
5279,86064,343,4,2026-03-04,Cancelled
5280,52001,370,3,2025-06-04,Cancelled
5281,40443,155,2,2025-10-09,Pending
5282,61035,38,4,2025-11-13,Shipped
5283,60136,367,2,2025-07-12,Cancelled
5284,47321,299,1,2025-11-15,Pending
5285,82731,243,2,2025-10-14,Pending
5286,33335,459,3,2025-06-25,Shipped
5287,13926,209,5,2026-02-05,Cancelled
5288,11918,447,2,2025-08-09,Cancelled
5289,61825,207,3,2026-01-23,Pending
5290,48396,352,4,2025-10-14,Cancelled
5291,49248,493,2,2025-06-09,Cancelled
5292,97469,418,2,2025-07-23,Shipped
5293,60439,0,3,2025-07-03,Cancelled
5294,92044,65,5,2025-11-29,Cancelled
5295,65109,319,5,2025-12-25,Pending
5296,95519,142,1,2025-11-17,Cancelled
5297,62035,117,2,2025-06-17,Pending
5298,95200,290,5,2025-05-26,Pending
5299,79661,38,5,2026-01-02,Shipped
5300,53578,83,1,2025-09-23,Shipped
5301,10584,74,3,2025-09-25,Shipped
5302,44440,162,3,2025-10-19,Cancelled
5303,64234,427,1,2026-01-20,Shipped
5304,17671,294,1,2025-05-06,Cancelled
5305,74011,351,4,2025-11-23,Pending
5306,52421,313,2,2025-12-29,Cancelled
5307,41148,135,2,2025-11-30,Shipped
5308,31967,56,2,2026-02-16,Cancelled
5309,50980,180,5,2025-11-30,Pending
5310,42652,185,1,2025-04-27,Pending
5311,49393,21,1,2025-08-20,Cancelled
5312,92057,221,4,2026-02-02,Cancelled
5313,54524,489,4,2025-10-09,Cancelled
5314,46027,378,3,2025-05-10,Pending
5315,11247,286,5,2025-12-13,Pending
5316,45624,141,1,2025-11-20,Cancelled
5317,75434,43,1,2025-11-27,Cancelled
5318,29368,236,4,2025-11-26,Shipped
5319,27765,466,5,2025-05-11,Shipped
5320,91927,338,3,2025-08-03,Cancelled
5321,39036,397,4,2026-01-19,Cancelled
5322,61861,198,2,2025-06-17,Cancelled
5323,26267,70,2,2025-10-05,Cancelled
5324,40148,460,2,2025-12-21,Cancelled
5325,89661,382,1,2025-07-21,Cancelled
5326,5687,227,1,2025-10-21,Cancelled
5327,26352,225,5,2025-11-09,Shipped
5328,62026,106,4,2025-04-06,Shipped
5329,96466,345,1,2025-10-21,Pending
5330,81531,222,2,2026-02-13,Cancelled
5331,49821,456,1,2025-05-04,Cancelled
5332,49516,293,2,2025-04-23,Cancelled
5333,65704,442,5,2025-12-30,Pending
5334,87488,259,1,2025-08-01,Shipped
5335,51508,210,4,2025-09-30,Shipped
5336,41517,191,5,2025-05-30,Pending
5337,15119,392,5,2025-08-18,Pending
5338,33533,316,1,2025-05-13,Pending
5339,31455,261,2,2025-06-07,Shipped
5340,9444,49,2,2025-12-23,Shipped
5341,85194,297,3,2025-12-26,Cancelled
5342,76937,479,5,2025-12-05,Pending
5343,61129,97,3,2025-12-08,Shipped
5344,42034,307,3,2025-05-28,Shipped
5345,81671,335,5,2025-04-16,Cancelled
5346,79711,142,5,2025-05-03,Cancelled
5347,46996,195,3,2026-03-17,Shipped
5348,37710,215,2,2025-09-06,Cancelled
5349,56802,346,2,2025-05-23,Pending
5350,61967,364,4,2025-04-16,Pending
5351,37522,267,2,2025-07-24,Cancelled
5352,95038,163,2,2025-08-18,Cancelled
5353,75555,169,4,2025-05-15,Shipped
5354,87642,29,5,2026-03-14,Cancelled
5355,94654,177,2,2026-01-25,Shipped
5356,12302,247,5,2025-06-29,Pending
5357,17257,301,3,2025-12-26,Cancelled
5358,3137,92,4,2025-06-20,Pending
5359,79808,27,4,2025-11-30,Cancelled
5360,9971,406,5,2025-10-22,Pending
5361,81213,280,1,2025-05-25,Cancelled
5362,3090,406,5,2025-07-24,Shipped
5363,39280,284,1,2025-07-05,Pending
5364,6404,347,1,2025-07-05,Cancelled
5365,73509,117,1,2026-03-05,Cancelled
5366,37768,3,2,2025-04-18,Pending
5367,65600,51,2,2025-09-25,Pending
5368,65896,46,2,2026-01-17,Pending
5369,60515,399,4,2026-01-08,Shipped
5370,16037,189,3,2025-07-16,Pending
5371,29013,366,5,2026-01-14,Shipped
5372,89471,100,5,2026-01-27,Shipped
5373,28490,245,4,2025-05-09,Cancelled
5374,3464,238,2,2025-11-19,Cancelled
5375,3130,323,3,2025-11-20,Shipped
5376,41335,115,4,2025-09-29,Pending
5377,70195,389,2,2025-06-18,Cancelled
5378,16996,159,3,2025-10-09,Shipped
5379,92756,421,3,2025-08-19,Cancelled
5380,6916,363,5,2025-11-23,Pending
5381,30777,195,4,2025-07-21,Cancelled
5382,20207,5,1,2026-01-15,Cancelled
5383,76783,13,3,2025-12-25,Cancelled
5384,92025,416,5,2025-05-28,Pending
5385,61051,252,5,2026-02-13,Cancelled
5386,59431,330,3,2025-04-10,Cancelled
5387,88294,184,1,2025-10-01,Pending
5388,45860,313,2,2025-11-23,Shipped
5389,13471,264,5,2025-11-28,Pending
5390,96639,60,3,2025-04-29,Pending
5391,13649,116,2,2026-01-22,Shipped
5392,45284,304,5,2026-02-16,Shipped
5393,4334,226,1,2025-05-04,Pending
5394,27402,236,2,2025-08-13,Cancelled
5395,62440,68,4,2026-02-24,Pending
5396,45444,148,1,2025-10-12,Shipped
5397,47102,416,1,2025-09-14,Pending
5398,3138,275,1,2025-09-28,Cancelled
5399,35158,369,5,2025-05-09,Pending
5400,35631,78,4,2025-06-18,Pending
5401,59643,166,4,2025-04-03,Pending
5402,4705,440,5,2025-07-28,Cancelled
5403,24981,161,3,2025-11-18,Pending
5404,55301,265,4,2025-10-28,Shipped
5405,81822,431,2,2025-08-11,Pending
5406,38013,107,2,2025-10-18,Pending
5407,83477,108,4,2025-09-26,Shipped
5408,31963,468,5,2026-03-28,Pending
5409,68246,299,4,2025-11-29,Pending
5410,8458,101,5,2026-03-07,Cancelled
5411,5736,250,5,2025-05-14,Shipped
5412,28252,97,3,2025-11-15,Pending
5413,74408,160,1,2025-04-08,Pending
5414,8131,248,1,2025-05-18,Pending
5415,93442,465,5,2025-06-29,Pending
5416,43211,237,2,2026-03-11,Cancelled
5417,8339,410,4,2025-10-02,Pending
5418,10917,2,1,2025-12-01,Pending
5419,51634,214,4,2025-04-27,Cancelled
5420,93791,43,5,2025-08-30,Cancelled
5421,27385,171,2,2025-12-02,Shipped
5422,76224,403,2,2026-01-29,Shipped
5423,97412,170,4,2026-02-03,Shipped
5424,16857,471,4,2025-06-06,Shipped
5425,54350,227,3,2025-10-04,Pending
5426,79412,447,4,2025-05-08,Shipped
5427,30938,290,4,2026-03-14,Pending
5428,34858,69,1,2025-06-09,Shipped
5429,17787,305,3,2025-05-30,Pending
5430,85101,376,5,2026-03-25,Pending
5431,47846,367,5,2025-09-24,Pending
5432,8880,367,5,2025-11-21,Cancelled
5433,88332,327,3,2026-01-20,Cancelled
5434,72316,186,3,2025-07-24,Shipped
5435,13944,349,5,2025-04-04,Shipped
5436,56022,269,5,2025-08-23,Cancelled
5437,15009,58,5,2025-04-04,Shipped
5438,35359,347,2,2026-02-13,Shipped
5439,92297,310,4,2025-10-27,Shipped
5440,89727,2,1,2025-07-17,Cancelled
5441,24590,445,2,2026-01-28,Shipped
5442,54418,131,5,2025-06-14,Shipped
5443,8681,384,1,2025-07-30,Shipped
5444,93150,130,1,2026-01-02,Pending
5445,70461,397,1,2025-07-27,Cancelled
5446,23016,260,3,2025-05-13,Shipped
5447,33757,96,1,2025-06-09,Pending
5448,51140,187,1,2025-11-01,Cancelled
5449,95044,395,5,2025-06-09,Pending
5450,39267,219,3,2026-01-06,Cancelled
5451,21548,455,1,2025-05-03,Pending
5452,88490,279,2,2026-02-05,Pending
5453,45085,409,2,2026-03-01,Cancelled
5454,89662,256,5,2025-07-02,Shipped
5455,47664,428,2,2025-05-13,Pending
5456,37751,462,3,2025-04-14,Cancelled
5457,17310,451,4,2025-06-08,Pending
5458,66332,185,5,2025-09-18,Shipped
5459,3074,234,1,2025-09-09,Cancelled
5460,65776,407,1,2025-08-03,Pending
5461,97272,40,1,2025-08-13,Pending
5462,66912,404,2,2025-09-14,Pending
5463,54735,188,4,2025-04-29,Pending
5464,91485,227,1,2026-02-08,Pending
5465,73494,238,4,2025-05-25,Cancelled
5466,83038,191,4,2025-07-11,Cancelled
5467,47950,430,4,2026-01-02,Pending
5468,80863,119,1,2025-11-16,Shipped
5469,57254,476,1,2025-09-24,Shipped
5470,32826,82,4,2026-03-29,Shipped
5471,55098,173,5,2026-02-12,Cancelled
5472,91783,495,5,2025-09-26,Shipped
5473,31623,340,3,2025-05-14,Cancelled
5474,22318,461,3,2025-05-05,Cancelled
5475,49513,313,1,2025-12-11,Pending
5476,9822,233,2,2025-10-08,Pending
5477,40104,329,2,2025-09-19,Cancelled
5478,30629,210,4,2025-05-08,Shipped
5479,17396,118,2,2025-10-17,Cancelled
5480,72228,262,5,2026-03-22,Shipped
5481,12373,55,5,2026-01-13,Cancelled
5482,79848,288,5,2026-03-10,Cancelled
5483,1536,239,2,2026-02-02,Shipped
5484,84553,132,2,2025-11-17,Cancelled
5485,74628,385,3,2025-11-13,Cancelled
5486,10733,318,3,2025-11-24,Pending
5487,22503,253,3,2025-10-31,Pending
5488,8000,74,4,2025-08-01,Pending
5489,20369,380,1,2025-09-12,Shipped
5490,48780,149,3,2025-04-22,Pending
5491,64310,402,1,2025-07-04,Cancelled
5492,44585,268,4,2025-04-06,Cancelled
5493,41694,346,5,2026-01-10,Shipped
5494,95287,421,4,2025-04-28,Cancelled
5495,47081,361,4,2025-07-08,Cancelled
5496,84467,332,5,2025-10-13,Cancelled
5497,63989,379,2,2025-09-14,Cancelled
5498,33528,481,4,2025-11-11,Pending
5499,30554,499,4,2025-12-17,Cancelled
5500,10561,430,3,2025-12-22,Cancelled
5501,77087,428,1,2025-11-23,Cancelled
5502,77253,381,1,2026-03-14,Shipped
5503,75593,382,2,2025-06-27,Cancelled
5504,3639,407,5,2026-02-01,Shipped
5505,22115,285,3,2025-09-04,Pending
5506,20479,281,2,2025-07-21,Pending
5507,44524,406,4,2025-11-25,Cancelled
5508,70219,24,5,2025-09-13,Cancelled
5509,83618,470,5,2025-12-21,Cancelled
5510,49467,249,1,2025-04-25,Cancelled
5511,28896,355,2,2026-02-04,Pending
5512,5712,302,1,2025-04-29,Cancelled
5513,7737,369,3,2025-04-28,Shipped
5514,35134,303,4,2026-03-26,Shipped
5515,54880,365,5,2025-06-07,Pending
5516,83743,212,5,2025-11-09,Shipped
5517,79291,486,5,2025-11-07,Pending
5518,48425,76,2,2025-08-04,Cancelled
5519,80262,133,5,2025-10-31,Cancelled
5520,50094,41,2,2025-07-01,Cancelled
5521,85406,180,5,2025-10-16,Pending
5522,27472,257,2,2026-01-26,Cancelled
5523,40960,421,4,2025-08-12,Shipped
5524,94389,459,2,2025-10-11,Shipped
5525,25681,178,1,2025-09-14,Shipped
5526,11835,491,5,2025-07-31,Cancelled
5527,46902,131,1,2026-03-09,Shipped
5528,3049,384,5,2025-08-30,Cancelled
5529,50573,199,5,2025-07-02,Cancelled
5530,95212,281,2,2025-11-17,Pending
5531,4122,362,1,2025-04-01,Shipped
5532,1950,149,5,2025-10-01,Pending
5533,25421,39,1,2025-08-11,Shipped
5534,93753,411,3,2025-04-23,Pending
5535,60359,81,4,2025-07-22,Shipped
5536,53247,371,1,2025-06-14,Shipped
5537,71831,440,4,2026-03-14,Pending
5538,40200,292,5,2025-05-26,Cancelled
5539,38335,209,2,2025-06-13,Shipped
5540,55467,280,2,2025-04-06,Shipped
5541,97404,144,2,2025-12-19,Shipped
5542,63789,388,5,2026-01-02,Cancelled
5543,32585,390,5,2025-04-16,Shipped
5544,11891,459,5,2025-06-16,Pending
5545,87737,168,3,2026-03-17,Cancelled
